Meter,WELL Name,Gas Rate Sm3/d,Oil Flow Sm3/d,Water Flow Rate m3/d,GOR,GWR,WLR,Sep. Gas Temp deg C,Sep. Static Pressure psig,DP[Bar],Temperature[C],Velocity[m/s],Quality,GVF[%],GasDen[kg/m3],GasVisc[cP],LiqDen[kg/m3],LiqVisc[cP]
PVT4,LCA-3013,101301.25459414737,201.071928862818,168.09913628139455,503.9222447840363,602.7643886246235,0.45537952458469083,58.78108989416666,1316.744449400202,0.04762768241666668,58.78108989416666,8.976522171416667,0.79703916225,42.1710179230313,90.43324858962296,1.449490765409167e-05,662.5819243170938,0.0010234384928347582
PVT5,LCA-3013,102983.77087042033,198.10843660513584,168.20658691122097,519.9575476338358,612.3846342122732,0.45922302042724256,58.78108989416666,1316.744449400202,0.04762768241666668,58.78108989416666,8.976522171416667,0.79703916225,42.147770414224794,90.40697960903856,1.4499615213641667e-05,661.8602525373641,0.0010234384928347582
PVT6,LCA-3013,102983.77087042033,198.10843660513584,168.20658691122097,519.9575476338358,612.3846342122732,0.45922302042724256,58.78108989416666,1316.744449400202,0.04762768241666668,58.78108989416666,8.976522171416667,0.79703916225,42.147770414224794,90.40697960903856,1.4499615213641667e-05,661.8602525373641,0.0010234384928347582
PVT7,LCA-3013,102983.77087042033,198.10843660513584,168.20658691122097,519.9575476338358,612.3846342122732,0.45922302042724256,58.78108989416666,1316.744449400202,0.04762768241666668,58.78108989416666,8.976522171416667,0.79703916225,42.147770414224794,90.40697960903856,1.4499615213641667e-05,661.8602525373641,0.0010234384928347582
PVT8,LCA-3013,122300.69537233439,31.1104074199428,23.501350651666318,7187.8995675956285,9993.070271283246,0.4275646675218892,55.72596214750001,1313.2253471301728,0.025201558583333335,55.72596214750001,5.938884767416667,0.6121688255,93.00860781318443,86.60369967778679,1.4306659324516668e-05,707.0787643913122,0.00105069198268325
RAW_FSF,LCA-3013,167103.758,30.5024,12.2436,5478.987822746049,13645.956780335973,0.286445500691362,58.6784,1315.8024000000003,,,,,,,,,
SEP,LCA-3013,245931.08333333337,24.716458333333335,19.324583333333333,10072.928860378024,12883.978980490092,0.4376864316683214,45.98145833333333,1305.554791666667,,,,,,,,,
C1-0.2,LCA-3083,162462.3619750861,12.697242433294322,30.763870139432882,13063.083866158035,5452.194471420632,0.7060146478611439,61.423972085833334,1372.1248346183465,0.039282981749999994,61.423972085833334,6.522549461083334,0.7673314485833332,97.1496523194021,82.5617835935277,1.4835592868166667e-05,833.6428975897476,0.00043837490033416665
C1-038,LCA-3083,123110.43776429578,42.09213368433888,101.48497207507152,2947.2226327631092,1220.7748022697358,0.706193469310895,61.423972085833334,1372.1248346183465,0.039282981749999994,61.423972085833334,6.522549461083334,0.7673314485833332,88.22788297563217,82.5617835935277,1.4835592868166667e-05,833.6428975897476,0.00043837490033416665
C1-052,LCA-3083,123974.65870326676,41.38739587322279,99.78930499067711,3018.518719109514,1250.3575760655765,0.7061922152683643,61.423972085833334,1372.1248346183465,0.039282981749999994,61.423972085833334,6.522549461083334,0.7673314485833332,88.48663466784463,82.5617835935277,1.4835592868166667e-05,833.6428975897476,0.00043837490033416665
C1-08125,LCA-3083,130541.84521920003,36.135324,87.1525224,3641.2126496383335,1508.8639507783348,0.7061812697189268,61.423972085833334,1372.1248346183465,0.039282981749999994,61.423972085833334,6.522549461083334,0.7673314485833332,90.34004546083332,82.561783595,1.4835583333333334e-05,833.6428975916666,0.00043837475000000004
PVT1,LCA-3083,160657.16313959993,23.189955858709922,49.974833000702155,6993.85712016235,3257.827483327074,0.6819502259810647,61.423972085833334,1372.1248346183465,0.039282981749999994,61.423972085833334,6.522549461083334,0.7673314485833332,95.29723669030376,73.34055135733816,1.4669758931574999e-05,855.0600684920361,0.00043881908055666666
PVT10,LCA-3083,120984.072744067,43.84006887068424,105.69069988162632,2780.6952397002856,1151.6899632282864,0.7061963980544879,61.423972085833334,1372.1248346183465,0.039282981749999994,61.423972085833334,6.522549461083334,0.7673314485833332,87.575577462294,82.5617835935277,1.4835592868166667e-05,833.6428975897476,0.00043837490033416665
