DATE & TIME,CHOKE,WELL Name,Test,Well Head Pressure  psig,Well Head Temp deg C,Sep. Static Pressure psig,Sep. Gas Temp deg C,Gas Spec. Gravity air=1,Gas Rate Sm3/d,Gas Cumm. Sm3,GOR (Gas/Oil Ratio) m3/m3,Oil Density  g/cm3,Oil Temp deg C, Raw Oil Flow  m3/d,Oil Flow Sm3/d,Water Flow Rate m3/d,WaterDensity Kg/m3,Flow Water Cut  %
27-Aug-20 13:00,30,LCA-3001,sep-movil-r2,1322.6,46.01,1319.68,39.27,-,49547.66,98386.44,3575.43,0.579,44.31,22.19,13.86,3.22,1.06,18.855
27-Aug-20 14:00,30,LCA-3001,sep-movil-r2,1320.3,42.07,1309.51,35.23,-,22506.98,99324.23,2197.54,0.584,38.62,16.40,10.24,1.87,1.06,15.439
27-Aug-20 15:00,30,LCA-3001,sep-movil-r2,1345.2,46.03,1346.32,40.27,-,54099.65,101578.39,3166.22,0.564,44.31,27.36,17.09,4.41,1.06,20.515
27-Aug-20 16:00,30,LCA-3001,sep-movil-r2,1340.2,46.31,1341.41,40.69,-,49596.01,103644.89,4129.81,0.551,43.72,19.23,12.01,5.97,1.06,33.205
27-Aug-20 17:00,30,LCA-3001,sep-movil-r2,1339.5,46.83,1340.66,41.03,-,49958.83,105726.50,3802.15,0.565,44.51,21.04,13.14,5.92,1.06,31.060
27-Aug-20 18:00,30,LCA-3001,sep-movil-r2,1338.9,46.88,1340.08,41.60,-,47953.52,107724.57,2853.44,0.551,45.23,26.91,16.81,5.61,1.05,25.027
27-Aug-20 19:00,84,LCA-3001,sep-movil-r2,1025.4,41.29,1315.92,34.13,-,34293.28,109153.45,3196.31,0.559,37.50,17.18,10.73,3.42,1.06,24.171
27-Aug-20 20:00,84,LCA-3001,sep-movil-r2,1343.9,44.60,1339.67,37.13,-,60724.06,111683.62,3542.27,0.546,42.98,27.45,17.14,6.80,0.90,28.401
27-Aug-20 21:00,84,LCA-3001,sep-movil-r2,1350.4,44.44,1352.16,36.48,-,59522.36,114163.72,3091.50,0.543,42.05,30.83,19.25,4.55,1.07,19.115
27-Aug-20 22:00,84,LCA-3001,sep-movil-r2,1351.0,43.23,1352.95,34.76,-,59638.06,116648.64,3188.52,0.502,42.34,29.95,18.70,4.97,1.07,20.994
27-Aug-20 23:00,84,LCA-3001,sep-movil-r2,1348.8,43.73,1350.84,34.81,-,58391.12,119081.60,3908.84,0.502,43.02,23.92,14.94,5.48,1.07,26.839
28-Aug-20 0:00,84,LCA-3001,sep-movil-r2,1348.3,44.14,1350.47,35.02,-,57104.23,121460.95,5325.50,0.563,38.68,17.17,10.72,10.90,1.06,50.410
28-Aug-20 1:00,84,LCA-3001,sep-movil-r2,1348.0,45.36,1350.12,37.47,-,56898.46,123831.72,3870.41,0.567,42.70,23.54,14.70,0.00,1.07,-
28-Aug-20 2:00,84,LCA-3001,sep-movil-r2,1346.5,45.19,1348.60,36.70,-,55883.80,126160.21,3947.27,0.572,43.57,22.67,14.16,0.00,1.07,-
28-Aug-20 3:00,84,LCA-3001,sep-movil-r2,1344.5,42.48,1346.66,32.79,-,50989.78,128284.78,3691.14,0.420,41.89,22.12,13.81,0.23,1.07,1.638
28-Aug-20 4:00,84,LCA-3001,sep-movil-r2,1362.7,41.38,1365.06,30.47,-,42265.79,130045.86,8987.87,0.230,40.52,7.53,4.70,7.07,1.06,60.055
28-Aug-20 5:00,84,LCA-3001,sep-movil-r2,1375.9,42.55,1378.26,32.91,-,47239.73,132014.18,5080.14,0.488,38.82,14.89,9.30,9.22,0.96,49.787
28-Aug-20 6:00,84,LCA-3001,sep-movil-r2,1329.8,44.27,1331.96,33.69,-,24247.45,133024.49,0,0.000,44.88,0.00,0.00,0.18,1.05,100.000
28-Aug-20 7:00,84,LCA-3001,sep-movil-r2,1322.7,44.28,1324.91,32.55,-,19821.96,133850.40,0,0.000,45.24,0.00,0.00,0.00,1.06,-
28-Aug-20 8:00,84,LCA-3001,sep-movil-r2,1323.7,44.84,1325.87,33.16,-,15411.61,134492.55,0,0.000,45.87,0.00,0.00,0.42,1.07,100.000
28-Aug-20 9:00,84,LCA-3001,sep-movil-r2,1339.2,45.48,1341.49,35.01,-,28110.38,135663.82,5647.69,0.544,45.72,7.97,4.98,3.71,1.07,42.706
28-Aug-20 10:00,84,LCA-3001,sep-movil-r2,1360.2,45.70,1362.59,39.49,-,51713.32,137818.54,5325.19,0.595,42.88,15.55,9.71,6.78,1.06,41.113
28-Aug-20 11:00,84,LCA-3001,sep-movil-r2,1356.6,45.57,1358.82,38.99,-,51825.55,139977.94,2935.49,0.556,43.64,28.27,17.65,7.75,1.06,30.506
28-Aug-20 12:00,84,LCA-3001,sep-movil-r2,1334.9,47.45,1336.46,42.23,-,56413.77,142328.51,3762.32,0.550,44.58,24.01,14.99,5.48,1.05,26.765
28-Aug-20 13:00,84,LCA-3001,sep-movil-r2,1365.9,47.91,1367.20,42.28,-,48879.27,144365.15,3213.00,0.546,46.57,24.36,15.21,6.18,1.05,28.888
28-Aug-20 14:00,84,LCA-3001,sep-movil-r2,1366.6,46.69,1367.17,39.22,-,49757.15,146438.36,3482.27,0.541,44.34,22.88,14.29,4.58,1.06,24.273
28-Aug-20 15:00,84,LCA-3001,sep-movil-r2,1357.8,45.21,1358.72,36.49,-,43129.79,148235.44,2357.07,0.543,42.10,29.30,18.30,0.59,1.06,3.124
28-Aug-20 16:00,84,LCA-3001,sep-movil-r2,1357.8,44.61,1358.94,35.28,-,50250.67,150329.22,2642.51,0.540,42.33,30.45,19.02,2.65,1.06,12.231
28-Aug-20 17:00,84,LCA-3001,sep-movil-r2,1355.3,43.93,1356.54,34.38,-,49696.89,152399.92,3256.05,0.556,37.96,24.44,15.26,1.08,1.06,6.608
28-Aug-20 18:00,84,LCA-3001,sep-movil-r2,1355.3,43.89,1356.74,34.22,-,50378.84,154499.04,4082.48,0.561,40.34,19.76,12.34,5.34,1.06,30.203
28-Aug-20 19:00,30,LCA-3001,sep-movil-r2,1346.8,41.18,1348.78,34.55,-,45065.40,156376.76,3330.02,0.551,36.21,21.67,13.53,4.93,1.06,26.702
28-Aug-20 20:00,30,LCA-3001,sep-movil-r2,1345.0,36.38,1347.51,33.02,-,44143.11,158216.06,2779.58,0.546,37.35,25.43,15.88,5.35,1.06,25.199
28-Aug-20 21:00,30,LCA-3001,sep-movil-r2,1342.8,42.06,1345.37,33.60,-,44649.82,160076.47,2992.72,0.547,36.35,23.89,14.92,5.46,1.06,26.792
28-Aug-20 22:00,30,LCA-3001,sep-movil-r2,1343.9,42.64,1346.38,34.00,-,45335.26,161965.44,2665.94,0.548,37.84,27.23,17.01,5.34,1.05,23.898
28-Aug-20 23:00,30,LCA-3001,sep-movil-r2,1343.4,41.01,1345.93,33.18,-,45331.91,163854.27,2749.56,0.547,37.35,26.40,16.49,3.02,1.06,15.482
29-Aug-20 0:00,30,LCA-3001,sep-movil-r2,1343.2,39.56,1345.69,33.30,-,45120.06,165734.27,2989.21,0.550,37.20,24.17,15.09,1.69,1.06,10.069
29-Aug-20 1:00,30,LCA-3001,sep-movil-r2,1343.1,38.68,1345.53,33.94,-,44815.20,167601.57,2635.36,0.549,38.38,27.23,17.01,1.21,1.06,6.643
29-Aug-20 2:00,30,LCA-3001,sep-movil-r2,1342.0,41.16,1344.45,34.75,-,44134.73,169440.52,7361.60,0.438,39.29,9.60,6.00,2.37,1.06,28.331
29-Aug-20 3:00,30,LCA-3001,sep-movil-r2,1345.3,39.39,1347.76,33.87,-,46521.79,171378.93,4013.67,0.552,35.23,18.56,11.59,3.19,1.06,21.582
29-Aug-20 4:00,30,LCA-3001,sep-movil-r2,1346.7,41.05,1349.22,33.14,-,46920.28,173333.94,5324.71,0.598,35.10,14.11,8.81,6.33,1.05,41.805
29-Aug-20 5:00,30,LCA-3001,sep-movil-r2,1346.5,41.87,1349.12,31.81,-,44452.94,175186.14,2648.10,0.550,35.48,26.88,16.79,2.03,1.06,10.788
29-Aug-20 6:00,30,LCA-3001,sep-movil-r2,1353.8,41.53,1356.71,30.74,-,44991.40,177060.78,3197.65,0.543,34.84,22.53,14.07,2.43,1.06,14.727
29-Aug-20 7:00,30,LCA-3001,sep-movil-r2,1357.3,41.37,1360.44,31.48,-,45219.88,178944.95,2977.34,0.543,35.15,24.32,15.19,4.25,1.06,21.864
29-Aug-20 8:00,30,LCA-3001,sep-movil-r2,1354.4,41.69,1357.83,34.14,-,44855.93,180813.94,2696.18,0.505,37.89,26.64,16.64,2.12,1.06,11.303
29-Aug-20 9:00,30,LCA-3001,sep-movil-r2,1359.3,42.11,1362.76,34.58,-,47367.41,182787.59,3477.66,0.559,37.75,21.81,13.62,1.97,1.06,12.636
29-Aug-20 10:00,30,LCA-3001,sep-movil-r2,1357.4,41.88,1360.24,33.65,-,46310.10,184717.17,2862.01,0.551,34.99,25.91,16.18,2.86,1.06,15.020
29-Aug-20 11:00,30,LCA-3001,sep-movil-r2,1361.3,39.57,1363.82,33.82,-,47422.67,186693.12,3916.25,0.548,33.26,19.39,12.11,3.45,1.05,22.173
29-Aug-20 12:00,30,LCA-3001,sep-movil-r2,1312.1,32.32,921.80,27.86,-,25650.91,187761.91,6358.18,0.557,25.61,6.46,4.03,0.97,1.06,19.383
29-Aug-20 13:00,30,LCA-3001,sep-movil-r2,1320.8,40.61,1312.92,35.44,-,56286.35,190107.17,3388.32,0.553,36.24,26.60,16.61,2.06,1.06,11.033
29-Aug-20 14:00,30,LCA-3001,sep-movil-r2,1328.7,43.84,1330.71,37.16,-,50090.19,192194.26,2876.89,0.546,39.55,27.88,17.41,1.60,1.06,8.416
29-Aug-20 15:00,30,LCA-3001,sep-movil-r2,1341.2,44.29,1343.24,37.98,-,50063.57,194280.24,3157.34,0.529,40.49,25.39,15.86,4.19,1.06,20.902
29-Aug-20 16:00,30,LCA-3001,sep-movil-r2,1349.8,43.70,1351.67,36.46,-,51255.60,196415.89,3940.17,0.569,40.64,20.83,13.01,6.48,1.06,33.250
29-Aug-20 17:00,30,LCA-3001,sep-movil-r2,1351.9,43.26,1353.70,36.55,-,51639.91,198567.56,2851.35,0.571,40.89,29.00,18.11,5.09,1.05,21.939
29-Aug-20 18:00,30,LCA-3001,sep-movil-r2,1348.9,42.34,1350.48,36.16,-,50176.43,200658.24,2787.84,0.520,40.48,28.82,18.00,3.01,1.06,14.328
29-Aug-20 19:00,30,LCA-3001,sep-movil-r2,1347.9,43.26,1349.69,37.59,-,49798.04,202733.16,3260.01,0.542,40.82,24.46,15.28,3.42,1.05,18.293
12-Sep-20 10:00,40,LCA-3005,sep-movil-r2,1402.6,54.61,1332.00,34.32,-,152475.01,6353.13,7459.43,0.546,18.57,31.74,20.44,10.40,1.047,33.722
12-Sep-20 11:00,40,LCA-3005,sep-movil-r2,1400.4,62.39,1330.55,38.42,-,151886.12,6328.59,7384.10,0.540,42.59,31.94,20.57,10.77,1.05,34.366
12-Sep-20 12:00,40,LCA-3005,sep-movil-r2,1400.8,60.63,1330.42,37.34,-,151762.12,6323.42,7415.21,0.543,41.37,31.78,20.47,10.64,1.05,34.205
12-Sep-20 13:00,40,LCA-3005,sep-movil-r2,1400.6,61.56,1329.76,37.24,-,150332.69,6263.86,7366.23,0.539,40.80,31.69,20.41,10.59,1.050,34.163
12-Sep-20 14:00,40,LCA-3005,sep-movil-r2,1402.1,62.04,1330.10,39.06,-,150267.06,6261.13,7398.03,0.534,44.46,31.54,20.31,10.54,1.050,34.163
12-Sep-20 15:00,40,LCA-3005,sep-movil-r2,1403.6,64.54,1330.39,41.10,-,151206.51,6300.27,7353.36,0.539,46.70,31.93,20.56,10.20,1.05,33.157
12-Sep-20 16:00,40,LCA-3005,sep-movil-r2,1402.6,61.59,1330.63,36.97,-,150246.29,6260.26,7327.31,0.536,44.67,31.84,20.50,10.02,1.05,32.826
12-Sep-20 17:00,40,LCA-3005,sep-movil-r2,1401.9,59.39,1330.17,34.71,-,150441.02,6268.38,7320.72,0.541,42.36,31.91,20.55,10.02,1.050,32.777
12-Sep-20 18:00,40,LCA-3005,sep-movil-r2,1401.8,58.44,1329.83,33.72,-,150377.28,6265.72,7356.81,0.537,41.64,31.74,20.44,10.22,1.05,33.333
12-Sep-20 19:00,40,LCA-3005,sep-movil-r2,1400.3,58.37,1327.60,33.29,-,150281.20,6261.72,7322.12,0.534,41.04,31.87,20.52,10.86,1.05,34.603
12-Sep-20 20:00,40,LCA-3005,sep-movil-r2,1400.4,57.63,1327.68,32.25,-,149662.23,6235.93,7314.91,0.539,40.15,31.77,20.46,10.66,1.05,34.255
12-Sep-20 21:00,40,LCA-3005,sep-movil-r2,1401.6,58.28,1328.85,33.04,-,150216.09,6259.00,7316.65,0.540,39.94,31.88,20.53,10.17,1.05,33.126
12-Sep-20 22:00,40,LCA-3005,sep-movil-r2,1403.0,59.93,1330.38,37.06,-,150155.82,6256.49,7316.01,0.542,42.02,31.87,20.52,10.51,1.05,33.866
12-Sep-20 23:00,40,LCA-3005,sep-movil-r2,1404.6,59.15,1332.10,38.11,-,150216.25,6259.01,7355.88,0.547,42.73,31.71,20.42,10.61,1.050,34.191
13-Sep-20 0:00,40,LCA-3005,sep-movil-r2,1405.5,60.61,1333.25,37.72,-,150353.69,6264.74,7323.35,0.541,42.48,31.88,20.53,10.22,1.05,33.235
13-Sep-20 1:00,40,LCA-3005,sep-movil-r2,1406.1,60.19,1333.69,36.04,-,150926.30,6288.60,7376.70,0.549,41.98,31.77,20.46,10.12,1.05,33.094
13-Sep-20 2:00,40,LCA-3005,sep-movil-r2,1406.7,60.19,1334.73,36.30,-,150320.68,6263.36,7351.72,0.550,30.50,31.75,20.45,10.23,1.05,33.347
13-Sep-20 3:00,40,LCA-3005,sep-movil-r2,1407.2,60.60,1335.05,37.14,-,150002.18,6250.09,7303.94,0.549,33.13,31.89,20.54,10.89,1.05,34.652
13-Sep-20 4:00,40,LCA-3005,sep-movil-r2,1404.3,57.48,1331.34,35.76,-,149172.23,6215.51,7290.96,0.540,42.61,31.77,20.46,10.26,1.05,33.399
13-Sep-20 5:00,40,LCA-3005,sep-movil-r2,1405.2,58.81,1332.13,34.67,-,150494.58,6270.61,7357.91,0.540,44.24,31.76,20.45,10.59,1.05,34.113
13-Sep-20 6:00,40,LCA-3005,sep-movil-r2,1406.0,59.78,1332.93,37.31,-,150481.50,6270.06,7343.40,0.542,45.59,31.82,20.49,10.67,1.05,34.240
13-Sep-20 7:00,40,LCA-3005,sep-movil-r2,1404.8,56.06,1332.17,35.21,-,150706.78,6279.45,7345.16,0.538,43.51,31.86,20.52,10.41,1.052,33.659
13-Sep-20 8:00,40,LCA-3005,sep-movil-r2,1406.3,56.40,1331.90,32.00,-,150086.62,6253.61,7349.54,0.536,42.38,31.71,20.42,10.16,1.052,33.223
13-Sep-20 9:00,40,LCA-3005,sep-movil-r2,1407.6,59.54,1331.24,37.32,,149410.53,6225.44,7348.87,0.536,44.60,31.57,20.33,10.32,1.050,33.669
13-Sep-20 11:00,40,LCA-3006,sep-movil-r2,1479.4,60.52,1313.74,36.73,-,232211.64,9675.49,6998.78,0.557,48.52,51.52,33.18,16.05,1.060,32.603
13-Sep-20 12:00,40,LCA-3006,sep-movil-r2,1478.0,62.15,1310.83,37.21,-,231360.69,9640.03,6997.58,0.551,49.93,51.34,33.06,16.04,1.056,32.666
13-Sep-20 13:00,40,LCA-3006,sep-movil-r2,1442.3,64.09,1310.49,39.69,-,232518.04,9688.25,6999.86,0.549,51.10,51.58,33.22,16.07,1.057,32.605
13-Sep-20 14:00,40,LCA-3006,sep-movil-r2,1476.1,63.79,1311.26,40.35,-,232750.33,9697.93,6962.31,0.548,51.63,51.91,33.43,16.04,1.06,32.424
13-Sep-20 15:00,40,LCA-3006,sep-movil-r2,1475.7,61.37,1312.15,39.25,-,231935.80,9663.99,6902.05,0.547,50.80,52.18,33.60,16.14,1.06,32.446
13-Sep-20 16:00,40,LCA-3006,sep-movil-r2,1475.2,62.16,1311.85,38.89,-,232042.88,9668.45,6816.40,0.550,51.09,52.86,34.04,16.12,1.060,32.136
13-Sep-20 17:00,40,LCA-3006,sep-movil-r2,1474.8,62.59,1312.40,39.19,-,231602.31,9650.10,6942.68,0.553,52.52,51.80,33.36,16.19,1.060,32.675
13-Sep-20 18:00,40,LCA-3006,sep-movil-r2,1476.0,61.70,1312.00,40.40,-,231375.59,9640.65,6898.60,0.554,51.17,52.08,33.54,16.15,1.060,32.502
13-Sep-20 19:00,40,LCA-3006,sep-movil-r2,1476.8,62.73,1312.87,42.14,-,231662.51,9652.60,6773.20,0.555,51.17,53.11,34.20,16.18,1.06,32.114
13-Sep-20 20:00,40,LCA-3006,sep-movil-r2,1476.3,63.72,1312.25,44.93,-,231391.82,9641.33,6811.45,0.555,51.48,52.75,33.97,16.86,1.06,33.169
13-Sep-20 21:00,40,LCA-3006,sep-movil-r2,1476.0,67.32,1312.48,46.15,-,231408.50,9642.02,6787.49,0.557,52.61,52.94,34.09,16.34,1.06,32.399
13-Sep-20 22:00,40,LCA-3006,sep-movil-r2,1474.4,66.05,1312.79,42.66,-,231759.29,9656.64,6814.52,0.556,51.22,52.81,34.01,16.15,1.060,32.197
13-Sep-20 23:00,40,LCA-3006,sep-movil-r2,1474.4,67.02,1314.29,43.23,-,231500.81,9645.87,6825.01,0.556,51.66,52.67,33.92,15.96,1.060,31.997
14-Sep-20 0:00,40,LCA-3006,sep-movil-r2,1475.4,68.82,1314.04,44.25,-,231123.12,9630.13,6780.40,0.558,52.76,52.93,34.09,15.73,1.060,31.576
14-Sep-20 1:00,40,LCA-3006,sep-movil-r2,1475.5,69.59,1314.39,45.22,-,232758.83,9698.28,6836.14,0.558,53.03,52.87,34.05,15.13,1.060,30.766
14-Sep-20 2:00,40,LCA-3006,sep-movil-r2,1474.9,68.25,1315.16,43.28,-,231027.09,9626.13,6764.81,0.556,52.32,53.03,34.15,15.06,1.060,30.603
14-Sep-20 3:00,40,LCA-3006,sep-movil-r2,1475.4,69.01,1315.03,43.94,-,231213.62,9633.90,6775.38,0.556,52.51,52.99,34.13,15.04,1.060,30.591
14-Sep-20 4:00,40,LCA-3006,sep-movil-r2,1476.3,68.99,1315.05,45.06,-,232245.81,9676.91,6786.42,0.556,53.39,53.14,34.22,15.15,1.06,30.685
14-Sep-20 5:00,40,LCA-3006,sep-movil-r2,1476.5,69.07,1315.90,44.93,-,231344.92,9639.37,6767.73,0.556,53.55,53.08,34.18,15.04,1.06,30.554
14-Sep-20 6:00,40,LCA-3006,sep-movil-r2,1476.6,68.44,1316.07,43.72,-,230477.88,9603.25,6788.41,0.553,52.48,52.72,33.95,15.66,1.060,31.565
14-Sep-20 7:00,40,LCA-3006,sep-movil-r2,1475.5,68.44,1316.46,44.91,-,230824.67,9617.69,6871.61,0.558,53.41,52.16,33.59,15.76,1.06,31.934
14-Sep-20 8:00,40,LCA-3006,sep-movil-r2,1474.5,68.89,1316.71,45.23,-,231434.17,9643.09,6842.53,0.558,53.39,52.52,33.82,15.97,1.060,32.073
14-Sep-20 9:00,40,LCA-3006,sep-movil-r2,1477.3,69.26,1316.83,45.50,-,231180.70,9632.53,6792.36,0.555,53.99,52.85,34.04,15.22,1.06,30.900
14-Sep-20 10:00,40,LCA-3006,sep-movil-r2,1480.3,69.64,1317.52,46.90,-,231677.04,9653.21,6817.26,0.557,55.41,52.77,33.98,14.94,1.060,24.352
14-Sep-20 12:00,30,LCA-3007,sep-movil-r2,2290.3,59.34,1316.55,42.21,-,265421.70,11059.24,6528.52,0.562,50.12,63.13,40.66,33.91,1.06,45.477
14-Sep-20 13:00,30,LCA-3007,sep-movil-r2,2290.2,59.48,1316.12,42.98,-,269722.73,11238.45,6620.68,0.557,49.81,63.26,40.74,33.53,1.058,45.146
14-Sep-20 14:00,30,LCA-3007,sep-movil-r2,2290.5,60.54,1315.58,43.74,-,264971.82,11040.49,6510.24,0.554,49.42,63.20,40.70,32.94,1.05,44.731
14-Sep-20 15:00,30,LCA-3007,sep-movil-r2,2290.9,62.51,1316.06,44.35,-,265516.70,11063.20,6552.65,0.553,50.43,62.92,40.52,32.76,1.06,44.705
14-Sep-20 16:00,30,LCA-3007,sep-movil-r2,2290.5,61.77,1316.20,43.95,-,265367.38,11056.97,6776.21,0.553,50.24,60.81,39.16,31.54,1.06,44.610
14-Sep-20 17:00,30,LCA-3007,sep-movil-r2,2291.9,64.46,1317.55,45.33,-,264957.14,11039.88,6734.72,0.554,50.69,61.09,39.34,31.64,1.06,44.575
14-Sep-20 18:00,30,LCA-3007,sep-movil-r2,2202.0,66.04,1316.14,46.29,-,254344.86,10597.70,6683.79,0.554,50.80,59.09,38.05,28.74,1.06,43.028
14-Sep-20 19:00,30,LCA-3007,sep-movil-r2,2293.9,68.14,1317.18,46.11,-,265336.04,11055.67,6653.95,0.553,50.66,61.92,39.88,28.66,1.06,41.817
14-Sep-20 20:00,30,LCA-3007,sep-movil-r2,2290.0,67.03,1317.87,44.12,-,265390.85,11057.95,6675.81,0.556,49.86,61.73,39.75,28.14,1.06,41.447
14-Sep-20 21:00,30,LCA-3007,sep-movil-r2,2286.9,64.46,1318.73,41.13,-,267117.95,11129.91,7176.11,0.646,48.13,57.80,37.22,28.04,1.06,42.964
14-Sep-20 22:00,30,LCA-3007,sep-movil-r2,2286.2,63.98,1318.82,40.89,-,268118.05,11171.59,7765.95,0.658,47.73,53.61,34.52,28.28,1.06,45.028
14-Sep-20 23:00,30,LCA-3007,sep-movil-r2,2286.5,64.36,1319.76,41.62,-,267706.87,11154.45,7862.57,0.659,48.20,52.87,34.05,28.06,1.06,45.179
15-Sep-20 0:00,30,LCA-3007,sep-movil-r2,2284.9,64.07,1320.85,40.54,-,268251.26,11177.14,7823.80,0.657,47.47,53.24,34.29,28.31,1.06,45.226
15-Sep-20 1:00,30,LCA-3007,sep-movil-r2,2284.4,64.17,1320.98,40.65,-,267190.36,11132.93,7877.20,0.650,47.44,52.67,33.92,28.64,1.06,45.780
15-Sep-20 2:00,30,LCA-3007,sep-movil-r2,2284.0,65.05,1321.71,41.94,-,267912.34,11163.01,7922.55,0.650,48.48,52.51,33.82,28.51,1.06,45.743
15-Sep-20 3:00,30,LCA-3007,sep-movil-r2,2282.5,63.75,1321.75,40.19,-,267957.44,11164.89,7793.28,0.654,47.78,53.39,34.38,28.29,1.06,45.139
15-Sep-20 4:00,30,LCA-3007,sep-movil-r2,2282.9,62.51,1321.64,41.07,-,267666.79,11152.78,7757.22,0.655,47.71,53.58,34.51,28.15,1.06,44.928
15-Sep-20 5:00,30,LCA-3007,sep-movil-r2,2283.5,63.67,1321.59,42.41,-,267781.72,11157.57,7788.16,0.656,48.68,53.39,34.38,28.06,1.06,44.937
15-Sep-20 6:00,30,LCA-3007,sep-movil-r2,2283.6,64.46,1321.73,42.33,-,267867.61,11161.15,7852.44,0.656,48.91,52.97,34.11,28.06,1.06,45.132
15-Sep-20 7:00,30,LCA-3007,sep-movil-r2,2283.2,64.89,1321.84,42.41,-,267925.29,11163.55,7808.43,0.657,49.41,53.28,34.31,27.98,1.06,44.917
15-Sep-20 8:00,30,LCA-3007,sep-movil-r2,2282.1,64.14,1321.84,41.75,-,268419.85,11184.16,7789.22,0.659,49.10,53.51,34.46,27.75,1.06,44.607
15-Sep-20 9:00,30,LCA-3007,sep-movil-r2,2281.0,64.29,1320.90,40.36,-,268373.19,11182.22,7933.15,0.663,47.97,52.53,33.83,27.60,1.06,44.930
15-Sep-20 10:00,30,LCA-3007,sep-movil-r2,2284.4,66.46,1319.27,44.15,-,268043.76,11168.49,8069.35,0.654,50.18,51.58,33.22,27.82,1.06,45.579
15-Sep-20 11:00,30,LCA-3007,sep-movil-r2,1368.6,62.00,1298.21,38.24,-,42965.96,1790.25,7530.17,0.648,40.67,8.86,5.71,5.95,1.06,51.047
15-Sep-20 12:00,30,LCA-3007,sep-movil-r2,2377.0,62.99,1319.90,41.41,-,264809.20,11033.72,7433.02,0.646,46.52,55.32,35.63,30.47,1.06,46.100
15-Sep-20 13:00,30,LCA-3007,sep-movil-r2,2329.4,61.86,1319.73,42.56,-,272987.40,11374.48,7395.21,0.659,48.42,57.32,36.91,29.74,1.06,44.618
15-Sep-20 14:00,30,LCA-3007,sep-movil-r2,2319.9,62.08,1321.20,43.34,-,271447.97,11310.33,7380.55,0.654,49.16,57.11,36.78,29.29,1.06,44.333
15-Sep-20 15:00,30,LCA-3007,sep-movil-r2,2314.9,64.60,1318.89,44.65,-,270624.78,11276.03,7477.31,0.654,50.07,56.20,36.19,28.89,1.06,44.390
15-Sep-20 16:00,30,LCA-3007,sep-movil-r2,2307.5,63.44,1318.28,41.67,-,270579.13,11274.13,7493.38,0.656,48.14,56.07,36.11,28.41,1.06,44.033
06-Sep-20 15:00,40,LCA-3008,sep-movil-r2,1406.0,49.83,1321.70,43.50,-,162649.39,6777.06,3785.39,0.553,20.47,66.72,42.97,15.44,1.068,26.435
06-Sep-20 16:00,40,LCA-3008,sep-movil-r2,1409.6,68.18,1322.18,45.73,-,164649.89,6860.41,3760.37,0.548,52.39,67.99,43.79,15.74,1.067,26.442
06-Sep-20 17:00,40,LCA-3008,sep-movil-r2,1409.4,69.33,1321.52,46.24,-,164723.66,6863.49,3784.32,0.547,53.42,67.59,43.53,15.64,1.070,26.433
06-Sep-20 18:00,40,LCA-3008,sep-movil-r2,1409.5,67.63,1321.94,44.53,-,163397.48,6808.23,3825.16,0.547,52.38,66.33,42.72,15.84,1.07,27.051
06-Sep-20 19:00,40,LCA-3008,sep-movil-r2,1409.5,66.08,1322.72,42.77,-,163691.27,6820.47,3740.68,0.547,51.25,67.95,43.76,16.05,1.073,26.835
06-Sep-20 20:00,40,LCA-3008,sep-movil-r2,1409.7,63.86,1323.42,39.99,-,163519.13,6813.30,3770.03,0.547,49.63,67.35,43.37,16.06,1.072,27.022
06-Sep-20 21:00,40,LCA-3008,sep-movil-r2,1410.5,62.55,1325.37,38.67,-,162435.93,6768.16,3806.09,0.547,48.60,66.27,42.68,15.19,1.08,26.249
06-Sep-20 22:00,40,LCA-3008,sep-movil-r2,1412.2,60.71,1327.62,36.82,-,163743.42,6822.64,3804.58,0.561,46.25,66.83,43.04,15.54,1.08,26.528
06-Sep-20 23:00,40,LCA-3008,sep-movil-r2,1413.7,59.26,1328.17,35.35,-,164100.77,6837.53,3869.63,0.555,45.16,65.85,42.41,15.29,1.08,26.500
07-Sep-20 0:00,40,LCA-3008,sep-movil-r2,1414.0,59.41,1328.32,35.68,-,164343.36,6847.64,3827.11,0.564,45.23,66.68,42.94,16.46,1.08,27.710
07-Sep-20 1:00,40,LCA-3008,sep-movil-r2,1414.0,58.69,1328.73,35.13,-,164595.41,6858.14,3922.39,0.555,45.12,65.16,41.96,16.19,1.078,27.840
07-Sep-20 2:00,40,LCA-3008,sep-movil-r2,1414.1,59.56,1328.04,35.99,-,165245.23,6885.22,3877.77,0.551,45.66,66.17,42.61,15.98,1.08,27.273
07-Sep-20 3:00,40,LCA-3008,sep-movil-r2,1412.8,60.45,1328.27,36.61,-,165396.41,6891.52,3977.49,0.552,46.57,64.57,41.58,15.11,1.08,26.652
07-Sep-20 4:00,40,LCA-3008,sep-movil-r2,1414.1,65.64,1327.73,42.62,-,165284.43,6886.85,3969.27,0.551,51.32,64.66,41.64,15.06,1.08,26.560
07-Sep-20 5:00,40,LCA-3008,sep-movil-r2,1414.4,65.75,1327.99,41.88,-,164812.13,6867.17,3975.14,0.552,51.63,64.38,41.46,14.64,1.08,26.096
07-Sep-20 6:00,40,LCA-3008,sep-movil-r2,1414.5,64.82,1327.99,41.11,-,164665.16,6861.05,3949.51,0.552,51.01,64.74,41.69,14.67,1.08,26.028
