DATE & TIME,CHOKE,WELL Name,Test,Well Head Pressure  psig,Well Head Temp deg C,Sep. Static Pressure psig,Sep. Gas Temp deg C,Gas Spec. Gravity air=1,Gas Rate Sm3/d,Gas Cumm. Sm3,GOR (Gas/Oil Ratio) m3/m3,Oil Density  g/cm3,Oil Temp deg C, Raw Oil Flow  m3/d,Oil Flow Sm3/d,Water Flow Rate m3/d,WaterDensity Kg/m3,Flow Water Cut  %
02-Nov-20 3:00,40,LCA-3006,sep-movil-r3,1443.9,47.07,1324.77,48.71,-,205121.53,8546.73,4883.65,0.546,57.75,65.22,42.00,14.08,1.05,25.106
02-Nov-20 4:00,40,LCA-3006,sep-movil-r3,1447.4,51.74,1326.10,49.78,-,205199.18,8549.97,4816.09,0.545,57.26,66.16,42.61,14.70,1.05,25.651
02-Nov-20 5:00,40,LCA-3006,sep-movil-r3,1448.0,48.14,1327.33,49.48,-,205270.62,8552.94,4889.45,0.545,57.43,65.19,41.98,14.13,1.05,25.182
02-Nov-20 6:00,40,LCA-3006,sep-movil-r3,1448.8,53.30,1327.95,50.43,-,205263.35,8552.64,4880.29,0.545,57.32,65.31,42.06,14.65,1.05,25.833
02-Nov-20 7:00,40,LCA-3006,sep-movil-r3,1450.6,53.97,1327.18,50.71,-,205240.28,8551.68,4893.23,0.544,57.69,65.13,41.94,14.29,1.05,25.412
02-Nov-20 8:00,40,LCA-3006,sep-movil-r3,1454.4,55.42,1327.04,50.43,-,205182.68,8549.28,4877.63,0.543,57.17,65.32,42.07,13.86,1.05,24.783
02-Nov-20 9:00,40,LCA-3006,sep-movil-r3,1455.8,58.46,1327.92,50.36,-,205167.58,8548.65,4892.25,0.544,57.65,65.12,41.94,14.08,1.05,25.135
02-Nov-20 10:00,40,LCA-3006,sep-movil-r3,1455.6,59.01,1326.05,52.32,-,205254.10,8552.25,4891.31,0.543,58.02,65.16,41.96,13.80,1.05,24.748
02-Nov-20 11:00,40,LCA-3006,sep-movil-r3,1455.6,55.89,1326.70,54.34,-,205186.80,8549.45,4927.51,0.543,58.86,64.66,41.64,13.94,1.05,25.080
02-Nov-20 12:00,40,LCA-3006,sep-movil-r3,1445.8,59.40,1320.81,55.48,-,205112.91,8546.37,4908.28,0.544,57.06,64.89,41.79,13.90,1.05,24.960
02-Nov-20 13:00,40,LCA-3006,sep-movil-r3,1440.1,60.14,1309.86,56.12,-,205281.83,8553.41,4959.71,0.545,57.70,64.27,41.39,14.23,1.05,25.584
02-Nov-20 14:00,40,LCA-3006,sep-movil-r3,1436.2,59.08,1305.97,56.27,-,205296.63,8554.03,4885.57,0.545,57.65,65.25,42.02,14.26,1.05,25.337
02-Nov-20 15:00,40,LCA-3006,sep-movil-r3,1434.7,58.70,1305.67,56.08,-,205116.69,8546.53,4897.05,0.545,57.78,65.04,41.89,14.19,1.05,25.305
02-Nov-20 16:00,40,LCA-3006,sep-movil-r3,1435.2,59.51,1305.56,55.90,-,205176.84,8549.04,4899.24,0.545,57.12,65.03,41.88,13.97,1.05,25.014
02-Nov-20 17:00,40,LCA-3006,sep-movil-r3,1428.8,56.46,1303.59,54.83,-,205249.71,8552.07,4810.73,0.546,59.26,66.25,42.67,13.88,1.05,24.547
02-Nov-20 18:00,40,LCA-3006,sep-movil-r3,1429.1,56.22,1304.06,54.04,-,205163.67,8548.49,4892.91,0.546,58.63,65.11,41.93,14.26,1.05,25.378
02-Nov-20 19:00,40,LCA-3006,sep-movil-r3,1421.9,60.07,1305.91,54.70,-,204534.08,8522.25,4920.21,0.548,58.43,64.55,41.57,13.83,1.05,24.964
12-Jul-20 22:00,40,LCA-3005,sep-movil-r1,1466.0,52.60,1344.96,31.99,0.809,157017.02,6542.38,8076.26,0.539,45.73,30.86,19.44,13.51,1.05,40.999
12-Jul-20 23:00,40,LCA-3005,sep-movil-r1,,,1345.01,30.78,0.809,158160.62,13132.40,8282.70,0.540,43.89,30.31,19.10,11.62,1.05,37.831
13-Jul-20 0:00,40,LCA-3005,sep-movil-r1,1465.0,51.80,1344.69,30.38,0.809,158750.22,19746.99,8993.02,0.538,43.60,28.02,17.65,11.74,1.05,39.942
13-Jul-20 1:00,40,LCA-3005,sep-movil-r1,,,1343.18,31.04,0.809,153529.18,26144.04,8488.23,0.545,46.65,28.71,18.09,13.69,1.05,43.081
13-Jul-20 2:00,40,LCA-3005,sep-movil-r1,1466.0,52.70,1345.96,31.14,0.809,157675.03,32713.84,8094.37,0.540,46.68,30.92,19.48,13.65,1.05,41.202
13-Jul-20 3:00,40,LCA-3005,sep-movil-r1,,,1345.95,32.77,0.809,157825.62,39289.90,7836.00,0.534,46.26,31.97,20.14,13.52,1.05,40.165
13-Jul-20 4:00,40,LCA-3005,sep-movil-r1,1467.0,53.40,1345.23,32.56,0.809,157751.93,45862.90,7783.65,0.534,46.52,32.17,20.27,12.08,1.05,37.345
13-Jul-20 5:00,40,LCA-3005,sep-movil-r1,,,1325.30,32.64,0.809,157270.98,52415.86,7759.92,0.534,46.52,32.17,20.27,12.08,1.05,37.345
13-Jul-20 6:00,40,LCA-3005,sep-movil-r1,1466.0,54.20,1345.54,31.67,0.809,157163.64,58964.34,7754.62,0.534,46.52,32.17,20.27,12.08,1.05,37.345
13-Jul-20 7:00,40,LCA-3005,sep-movil-r1,,,1345.39,33.20,0.809,157400.45,65522.70,7783.24,0.539,46.63,32.10,20.22,12.19,1.05,37.608
13-Jul-20 8:00,40,LCA-3005,sep-movil-r1,1466.0,55.50,1346.31,34.25,0.809,156405.14,72039.58,7868.85,0.540,47.50,31.55,19.88,13.05,1.05,39.634
13-Jul-20 9:00,40,LCA-3005,sep-movil-r1,,,1345.54,33.05,0.809,157163.70,78588.06,7764.28,0.556,46.52,32.13,20.24,13.63,1.05,40.240
13-Jul-20 10:00,40,LCA-3005,sep-movil-r1,1459.0,55.37,1332.30,31.50,0.809,159539.59,85235.55,8264.93,0.545,45.53,30.64,19.30,13.85,1.05,41.776
13-Jul-20 11:00,40,LCA-3005,sep-movil-r1,,,1331.72,34.15,0.809,159245.27,91870.77,8027.00,0.543,48.12,31.49,19.84,14.38,1.05,42.024
13-Jul-20 12:00,40,LCA-3005,sep-movil-r1,1462.0,57.42,1328.44,36.83,0.809,158738.90,98484.89,8626.04,0.538,49.65,29.21,18.40,13.10,1.05,41.584
13-Jul-20 13:00,40,LCA-3005,sep-movil-r1,,,1336.71,33.91,0.809,157190.81,105034.50,9092.90,0.546,47.33,27.44,17.29,12.09,1.05,41.154
13-Jul-20 14:00,40,LCA-3005,sep-movil-r1,1464.0,57.50,1334.60,36.09,0.809,157520.40,111597.85,9029.70,0.549,48.68,27.69,17.44,13.72,1.05,44.024
13-Jul-20 15:00,40,LCA-3005,sep-movil-r1,,,1335.56,35.76,0.809,157865.15,118175.57,8649.62,0.546,48.90,28.97,18.25,11.68,1.05,39.023
13-Jul-20 16:00,40,LCA-3005,sep-movil-r1,1466.0,57.65,1335.08,37.56,0.809,156646.19,124702.49,8288.16,0.547,49.70,30.00,18.90,14.03,1.05,42.606
13-Jul-20 17:00,40,LCA-3005,sep-movil-r1,,,1334.71,38.81,0.809,157396.92,131260.70,7915.08,0.542,50.01,28.39,19.89,12.68,1.05,38.937
13-Jul-20 18:00,40,LCA-3005,sep-movil-r1,1463.0,56.79,1334.16,37.84,0.809,156979.21,137801.50,8497.07,0.544,49.15,26.15,18.47,15.07,1.05,44.925
13-Jul-20 19:00,40,LCA-3005,sep-movil-r1,,,1332.68,37.10,0.809,158466.33,144404.26,8849.16,0.550,48.29,25.25,17.91,13.41,1.05,42.820
13-Jul-20 20:00,40,LCA-3005,sep-movil-r1,1461.0,56.39,1334.74,36.50,0.809,158745.77,151018.67,9033.20,0.554,47.50,24.72,17.57,12.95,1.05,42.426
13-Jul-20 21:00,40,LCA-3005,sep-movil-r1,,,1334.66,34.41,0.809,158761.33,157633.73,9096.04,0.556,45.89,24.53,17.45,13.21,1.05,43.080
11-Aug-20 18:00,30,LCA-3001,sep-movil-r2,1429.3,46.52,1350.87,23.63,-,0.00,0.00,0.00,0.620,19.83,0.19,0.12,10.23,0.99,98.853
11-Aug-20 19:00,30,LCA-3001,sep-movil-r2,1424.9,46.54,1346.57,24.42,-,9796.74,408.20,8763.78,0.620,20.92,1.79,1.12,29.46,1.01,96.344
11-Aug-20 20:00,30,LCA-3001,sep-movil-r2,1428.2,46.60,1349.71,23.51,-,14448.73,1010.23,115681.09,0.620,16.16,0.20,0.12,17.83,0.83,99.304
11-Aug-20 21:00,30,LCA-3001,sep-movil-r2,1424.6,46.91,1350.94,23.23,-,3965.17,1175.44,413.36,0.620,13.05,15.36,9.59,2.30,0.87,19.340
11-Aug-20 22:00,30,LCA-3001,sep-movil-r2,1424.1,47.01,1345.23,23.22,-,1504.90,1238.15,294.23,0.619,12.47,8.19,5.11,1.21,1.06,19.131
11-Aug-20 23:00,30,LCA-3001,sep-movil-r2,1428.2,47.17,1349.69,24.86,-,0.00,1238.15,0.00,0.620,12.13,7.04,4.40,4.97,1.06,53.061
12-Aug-20 0:00,30,LCA-3001,sep-movil-r2,1428.7,47.49,1346.64,25.38,-,94.60,1242.09,34.04,0.619,12.19,4.45,2.78,4.83,1.06,63.477
12-Aug-20 1:00,30,LCA-3001,sep-movil-r2,1427.7,47.97,1347.86,26.73,-,0.00,1242.09,0.00,0.628,12.13,4.65,2.90,2.02,1.07,41.024
12-Aug-20 2:00,30,LCA-3001,sep-movil-r2,1431.5,48.11,1333.60,25.19,-,13517.35,1805.31,3279.52,0.662,11.77,6.60,4.12,3.79,1.06,47.903
12-Aug-20 3:00,30,LCA-3001,sep-movil-r2,1430.6,48.21,1336.83,25.82,-,1675.19,1875.11,900.14,0.642,11.40,2.98,1.86,0.00,1.07,-
12-Aug-20 4:00,30,LCA-3001,sep-movil-r2,1435.3,48.35,1341.63,27.51,-,43033.50,3668.17,11132.14,0.640,11.30,6.19,3.87,0.00,1.07,-
12-Aug-20 5:00,30,LCA-3001,sep-movil-r2,1425.8,48.52,1336.82,25.79,-,65399.61,6393.16,11648.72,0.665,11.27,8.99,5.61,4.52,1.07,44.601
12-Aug-20 6:00,30,LCA-3001,sep-movil-r2,1427.1,48.74,1346.14,28.70,-,51425.15,8535.87,5146.57,0.619,11.47,16.00,9.99,4.41,1.05,30.621
12-Aug-20 7:00,30,LCA-3001,sep-movil-r2,1423.8,49.11,1299.63,26.24,-,7989.49,8868.77,7107.38,0.619,11.39,1.80,1.12,11.49,1.06,91.088
12-Aug-20 8:00,30,LCA-3001,sep-movil-r2,1422.7,49.20,1305.35,23.23,-,56280.21,11213.78,60891.50,0.619,11.56,1.48,0.92,4.40,1.07,82.640
12-Aug-20 9:00,30,LCA-3001,sep-movil-r2,1423.9,49.80,1345.75,27.24,-,0.00,11213.78,0.00,0.619,12.03,0.04,0.02,4.58,1.06,99.458
12-Aug-20 10:00,30,LCA-3001,sep-movil-r2,1424.3,50.71,1350.01,27.82,-,276.59,11225.30,790.88,0.619,12.81,0.56,0.35,7.35,1.07,95.458
12-Aug-20 11:00,30,LCA-3001,sep-movil-r2,1425.6,50.16,1363.75,29.31,-,6960.45,11515.32,794.97,0.664,23.82,14.02,8.76,7.14,1.06,44.918
12-Aug-20 12:00,30,LCA-3001,sep-movil-r2,1431.1,49.22,1366.45,29.42,-,3791.58,11673.30,1817.76,0.561,28.22,3.34,2.09,53.38,0.84,96.239
12-Aug-20 13:00,30,LCA-3001,sep-movil-r2,1430.5,50.37,1365.52,29.81,-,7.14,11673.60,0.39,0.551,34.46,29.35,18.33,12.84,1.02,41.194
12-Aug-20 14:00,30,LCA-3001,sep-movil-r2,1429.1,50.91,1366.45,30.29,-,107.80,11678.09,8.53,0.551,37.86,20.23,12.63,12.84,1.02,50.405
12-Aug-20 15:00,30,LCA-3001,sep-movil-r2,1429.7,51.14,1365.52,33.04,-,2528.18,11783.43,159.70,0.551,42.98,25.35,15.83,9.00,1.02,36.245
12-Aug-20 16:00,30,LCA-3001,sep-movil-r2,1427.7,50.78,1366.77,31.63,-,5.68,11783.67,0.22,0.551,42.66,40.93,25.56,8.04,1.02,23.928
12-Aug-20 17:00,30,LCA-3001,sep-movil-r2,1425.6,48.23,1359.07,27.38,-,0.00,11783.67,0.00,0.551,41.28,11.16,6.97,7.49,1.02,51.800
12-Aug-20 18:00,30,LCA-3001,sep-movil-r2,1457.3,47.20,1353.19,21.80,-,2.97,11783.79,0.29,0.551,33.53,16.37,10.22,14.68,1.02,58.948
12-Aug-20 19:00,30,LCA-3001,sep-movil-r2,1426.0,46.30,1355.95,23.12,-,0.00,11783.79,0.00,1.551,37.42,19.16,11.97,6.67,1.02,35.792
12-Aug-20 20:00,30,LCA-3001,sep-movil-r2,1428.1,46.20,1358.73,13.18,-,150.34,11790.06,15.68,2.551,17.60,15.35,9.59,9.26,1.02,49.135
12-Aug-20 21:00,30,LCA-3001,sep-movil-r2,1428.2,45.20,1361.63,10.44,-,193.21,11798.11,15.21,3.551,11.29,20.34,12.70,10.30,1.02,44.778
12-Aug-20 22:00,30,LCA-3001,sep-movil-r2,1429.2,46.90,1364.24,10.17,-,2.94,11798.23,0.23,4.551,10.92,20.50,12.80,9.55,1.02,42.725
12-Aug-20 23:00,30,LCA-3001,sep-movil-r2,1429.0,47.60,1366.49,15.23,-,175.13,11805.53,12.18,5.551,22.11,23.03,14.38,9.90,1.02,40.770
13-Aug-20 0:00,30,LCA-3001,sep-movil-r2,1432.2,48.50,1369.64,26.76,-,0.00,11805.53,0.00,6.551,38.41,21.16,13.21,11.22,1062.00,45.919
13-Aug-20 1:00,30,LCA-3001,sep-movil-r2,1427.0,49.00,1366.21,27.35,-,0.00,11805.53,0.00,7.551,38.18,17.02,10.63,10.86,1062.00,50.537
13-Aug-20 2:00,30,LCA-3001,sep-movil-r2,1430.1,48.20,1365.25,27.87,-,0.00,11805.53,0.00,8.551,40.85,21.02,13.13,10.44,1062.00,44.299
13-Aug-20 3:00,30,LCA-3001,sep-movil-r2,1426.5,48.50,1363.71,24.07,-,0.00,11805.53,0.00,9.551,38.56,22.45,14.02,9.57,1062.00,40.568
13-Aug-20 4:00,30,LCA-3001,sep-movil-r2,1428.6,49.30,1362.81,26.20,-,0.00,11805.53,0.00,10.551,40.12,24.22,15.13,10.21,1062.00,40.299
13-Aug-20 5:00,30,LCA-3001,sep-movil-r2,1425.7,47.90,1359.63,25.61,-,0.00,11805.53,0.00,11.551,40.01,22.62,14.13,10.17,1062.00,41.858
13-Aug-20 6:00,30,LCA-3001,sep-movil-r2,1427.4,48.20,1357.21,23.47,-,0.00,11805.53,0.00,0.569,38.41,22.01,13.75,9.37,1063.00,40.536
13-Aug-20 7:00,30,LCA-3001,sep-movil-r2,1431.2,48.40,1354.26,20.82,-,0.00,11805.53,0.00,0.565,36.09,23.42,14.63,9.10,1.06,38.355
13-Aug-20 8:00,30,LCA-3001,sep-movil-r2,1432.7,49.20,1361.81,20.63,-,0.00,11805.53,0.00,0.587,35.55,19.82,12.38,10.00,1.06,44.687
13-Aug-20 9:00,30,LCA-3001,sep-movil-r2,1424.1,50.10,1364.29,20.34,-,0.00,11805.53,0.00,0.571,36.99,23.68,14.79,10.32,1.06,41.102
13-Aug-20 10:00,30,LCA-3001,sep-movil-r2,1426.2,50.70,1275.65,18.45,-,0.00,11805.53,0.00,0.561,36.72,16.57,10.35,8.91,1.07,46.266
13-Aug-20 11:00,30,LCA-3001,sep-movil-r2,1429.6,51.70,1345.11,15.72,-,229.88,11815.11,17.10,0.555,28.63,21.53,13.45,7.73,1.07,36.504
13-Aug-20 12:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
13-Aug-20 13:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
13-Aug-20 14:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
13-Aug-20 15:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
13-Aug-20 16:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
13-Aug-20 17:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
13-Aug-20 18:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
13-Aug-20 19:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
13-Aug-20 20:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
13-Aug-20 21:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
13-Aug-20 22:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
13-Aug-20 23:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
14-Aug-20 0:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
14-Aug-20 1:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
14-Aug-20 2:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
14-Aug-20 3:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
14-Aug-20 4:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
14-Aug-20 5:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
14-Aug-20 6:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
25-Aug-20 7:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
25-Aug-20 8:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
25-Aug-20 9:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
25-Aug-20 10:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
25-Aug-20 11:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
25-Aug-20 12:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
25-Aug-20 13:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
25-Aug-20 14:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
25-Aug-20 15:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
25-Aug-20 16:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
25-Aug-20 17:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
25-Aug-20 18:00,-,LCA-3001,sep-movil-r2,-,-,-,-,-,0.00,11815.11,0,-,-,0.00,0.00,0.00,-,-
25-Aug-20 19:00,30,LCA-3001,sep-movil-r2,1352.8,35.99,1357.45,19.30,-,32925.52,13187.00,0,0.615,17.91,0.00,0.00,12.46,0.99,100.000
25-Aug-20 20:00,30,LCA-3001,sep-movil-r2,1347.4,34.16,1334.20,19.42,-,46105.26,15108.05,3853.17,0.555,27.43,19.16,11.97,8.72,1.04,42.155
25-Aug-20 21:00,30,LCA-3001,sep-movil-r2,1353.1,34.93,1359.29,32.26,-,48650.22,17135.15,23606.61,0.554,28.49,3.30,2.06,0.00,1.06,-
25-Aug-20 22:00,30,LCA-3001,sep-movil-r2,1345.1,36.29,1367.07,36.61,-,42757.95,18916.73,2694.48,0.495,25.04,25.41,15.87,0.00,1.07,-
25-Aug-20 23:00,30,LCA-3001,sep-movil-r2,1358.4,38.80,1367.29,38.27,-,44742.63,20781.00,5782.46,0.500,42.81,12.39,7.74,2.17,1.06,21.902
26-Aug-20 0:00,30,LCA-3001,sep-movil-r2,1365.3,38.79,1368.38,39.47,-,46689.43,22726.40,4301.61,0.585,42.95,17.38,10.85,4.14,1.06,27.611
26-Aug-20 1:00,30,LCA-3001,sep-movil-r2,1361.7,36.69,1375.12,39.05,-,46303.11,24655.69,2338.91,0.557,43.05,31.70,19.80,3.90,1.06,16.458
26-Aug-20 2:00,30,LCA-3001,sep-movil-r2,1349.9,34.66,1364.65,35.85,-,47580.96,26638.23,5250.84,0.561,37.46,14.51,9.06,3.22,1.06,26.218
26-Aug-20 3:00,30,LCA-3001,sep-movil-r2,1344.7,35.29,1349.35,34.64,-,45863.65,28549.22,2506.48,0.546,40.36,29.30,18.30,1.07,1.05,5.525
26-Aug-20 4:00,30,LCA-3001,sep-movil-r2,1342.0,34.89,1346.56,35.28,-,46651.52,30493.03,3025.57,0.557,40.81,24.69,15.42,3.84,1.06,19.939
26-Aug-20 5:00,30,LCA-3001,sep-movil-r2,1338.3,38.42,1347.70,36.92,-,47663.44,32479.01,2919.73,0.514,42.04,26.14,16.32,0.00,1.06,-
26-Aug-20 6:00,30,LCA-3001,sep-movil-r2,1338.0,38.32,1356.41,38.44,-,49126.30,34525.94,3577.27,0.648,42.21,21.99,13.73,7.15,1.06,34.239
26-Aug-20 7:00,30,LCA-3001,sep-movil-r2,1338.6,34.89,1359.01,37.74,-,50039.63,36610.92,5363.23,0.628,40.77,14.94,9.33,0.00,1.06,-
26-Aug-20 8:00,30,LCA-3001,sep-movil-r2,1337.6,37.79,1345.30,36.53,-,48385.02,38626.97,2397.19,0.580,41.57,32.32,20.18,3.39,1.06,14.380
26-Aug-20 9:00,30,LCA-3001,sep-movil-r2,1342.7,38.99,1333.27,38.12,-,48505.00,40648.01,7682.42,0.534,37.97,10.11,6.31,5.00,1.06,44.194
26-Aug-20 10:00,30,LCA-3001,sep-movil-r2,1349.6,37.99,1352.11,38.02,-,48812.71,42681.87,6344.32,0.549,38.39,12.32,7.69,10.04,1.06,56.615
26-Aug-20 11:00,30,LCA-3001,sep-movil-r2,1351.6,38.34,1285.95,39.44,-,48264.91,44692.91,8722.89,0.548,39.57,8.86,5.53,3.73,1.06,40.267
26-Aug-20 12:00,30,LCA-3001,sep-movil-r2,1370.0,34.94,1337.99,36.75,-,46816.51,46643.60,5735.70,0.563,39.66,13.07,8.16,4.29,1.05,34.451
26-Aug-20 13:00,30,LCA-3001,sep-movil-r2,1369.8,42.37,1371.64,38.54,-,46112.11,48564.93,2186.49,0.527,42.88,33.77,21.09,0.00,1.06,-
26-Aug-20 14:00,30,LCA-3001,sep-movil-r2,1371.5,45.82,1372.70,39.44,-,41250.32,50283.70,2875.60,0.519,42.06,22.97,14.34,0.00,1.06,-
26-Aug-20 15:00,30,LCA-3001,sep-movil-r2,1358.5,46.29,1358.79,40.50,-,41351.79,52006.69,5357.21,0.550,38.76,12.36,7.72,0.00,1.06,-
26-Aug-20 16:00,30,LCA-3001,sep-movil-r2,1344.8,46.47,1345.97,40.95,-,48898.32,54044.12,2333.11,0.536,42.86,33.56,20.96,0.85,1.06,3.898
26-Aug-20 17:00,30,LCA-3001,sep-movil-r2,1349.5,46.01,1350.77,39.62,-,47572.98,56026.33,4504.84,0.527,40.79,16.91,10.56,4.69,1.05,30.753
26-Aug-20 18:00,30,LCA-3001,sep-movil-r2,1337.0,43.56,1338.14,35.24,-,54259.76,58287.15,0,0.592,27.70,0.00,0.00,3.95,1.06,100.000
26-Aug-20 19:00,30,LCA-3001,sep-movil-r2,1318.8,43.29,1320.01,34.02,-,50927.68,60409.14,3319.03,0.582,38.37,24.57,15.34,7.40,1.05,32.536
26-Aug-20 20:00,30,LCA-3001,sep-movil-r2,1317.1,43.23,1318.76,33.77,-,52605.08,62601.01,3978.96,0.555,38.29,21.17,13.22,2.20,1.07,14.266
26-Aug-20 21:00,30,LCA-3001,sep-movil-r2,1317.8,42.17,1319.68,32.48,-,53910.17,64847.27,8927.03,0.674,32.54,9.67,6.04,8.19,1.05,57.559
26-Aug-20 22:00,30,LCA-3001,sep-movil-r2,1323.8,42.53,1325.86,32.63,-,52042.36,67015.70,4456.34,0.567,36.61,18.70,11.68,5.76,1.06,33.031
26-Aug-20 23:00,30,LCA-3001,sep-movil-r2,1325.0,41.97,1327.13,31.33,-,51484.48,69160.89,3874.07,0.567,37.59,21.28,13.29,2.53,1.07,15.993
27-Aug-20 0:00,30,LCA-3001,sep-movil-r2,1324.8,42.31,1326.91,31.92,-,51552.07,71308.89,3891.96,0.569,37.76,21.21,13.25,3.55,1.07,21.136
27-Aug-20 1:00,30,LCA-3001,sep-movil-r2,1324.7,43.73,1326.82,34.99,-,51873.03,73470.27,3598.89,0.563,40.03,23.08,14.41,1.20,1.07,7.686
27-Aug-20 2:00,30,LCA-3001,sep-movil-r2,1324.3,43.83,1326.50,36.14,-,51112.43,75599.95,3327.01,0.562,41.12,24.60,15.36,1.50,1.07,8.895
27-Aug-20 3:00,30,LCA-3001,sep-movil-r2,1323.7,44.79,1326.02,36.40,-,50528.95,77705.33,3604.02,0.561,42.36,22.45,14.02,4.91,1.06,25.937
27-Aug-20 4:00,30,LCA-3001,sep-movil-r2,1324.0,44.33,1326.31,35.45,-,50206.17,79797.25,3416.63,0.565,41.69,23.53,14.69,4.78,1.06,24.545
27-Aug-20 5:00,30,LCA-3001,sep-movil-r2,1323.8,43.11,1326.02,33.54,-,49410.26,81856.01,2805.63,0.569,40.72,28.20,17.61,1.30,1.07,6.874
27-Aug-20 6:00,30,LCA-3001,sep-movil-r2,1323.1,43.28,1325.38,34.04,-,49453.87,83916.59,2940.54,0.642,40.76,26.93,16.82,1.00,1.07,5.612
27-Aug-20 7:00,30,LCA-3001,sep-movil-r2,1322.5,43.77,1324.75,35.04,-,49959.41,85998.23,3676.39,0.654,41.19,21.76,13.59,2.65,1.07,16.318
27-Aug-20 8:00,30,LCA-3001,sep-movil-r2,1322.5,43.44,1324.84,35.01,-,49803.78,88073.39,3389.25,0.659,40.56,23.53,14.69,1.40,1.07,8.699
27-Aug-20 9:00,30,LCA-3001,sep-movil-r2,1322.5,44.79,1324.85,38.21,-,49971.61,90155.54,3848.85,0.581,42.21,20.79,12.98,4.11,1.06,24.044
27-Aug-20 10:00,30,LCA-3001,sep-movil-r2,1322.3,44.26,1324.11,37.56,-,49514.02,92218.62,3004.36,0.571,42.99,26.39,16.48,3.12,1.07,15.918
27-Aug-20 11:00,30,LCA-3001,sep-movil-r2,1322.1,44.92,1323.63,36.89,-,48982.48,94259.56,2711.16,0.605,43.48,28.93,18.07,2.49,1.06,12.113
27-Aug-20 12:00,30,LCA-3001,sep-movil-r2,1322.0,45.40,1322.98,38.31,-,49497.52,96321.96,3452.03,0.570,44.17,22.96,14.34,3.52,1.06,19.710
